,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
278,Ayan,92,RU,1644203820,60,56.45,138.1667,-13.31,2.58
279,Mnogovershinnyy,100,RU,1644203551,71,53.9353,139.9242,-14.93,3.07
280,Rutana Province,100,BI,1644203820,92,-3.8667,30.1,13.78,0.87
281,Rāyadrug,80,IN,1644203821,63,14.7,76.8667,23.12,2.25
282,Novyi Yarychiv,100,UA,1644203821,80,49.9044,24.3052,4.63,7.0
283,Chernoyerkovskaya,78,RU,1644203822,82,45.4331,37.7686,2.28,3.61
284,Calabozo,28,VE,1644203822,49,8.9242,-67.4293,28.42,2.75
285,Kieta,100,PG,1644203822,68,-6.2167,155.6333,30.48,5.22
286,Kruisfontein,0,ZA,1644203628,65,-34.0033,24.7314,20.94,2.04
287,Wuda,100,CN,1644203823,77,39.4994,106.7117,-4.87,2.8
288,Moranbah,1,AU,1644203823,35,-22.0016,148.0466,29.8,6.51
289,Harper,100,LR,1644203633,83,4.375,-7.7169,25.98,2.71
290,Weiser,22,US,1644203824,88,44.251,-116.9693,0.89,1.73
291,Tucumã,100,BR,1644203824,93,-0.1833,-50.05,23.9,1.99
292,Ballina,93,AU,1644203824,82,-28.8667,153.5667,23.02,7.82
293,Burnie,0,AU,1644203824,50,-41.0667,145.9167,22.19,4.38
294,Níjar,0,ES,1644203825,81,36.9665,-2.206,7.8,4.63
295,Ngunguru,100,NZ,1644203825,99,-35.6167,174.5,25.09,4.24
296,Chapais,100,CA,1644203825,95,49.7834,-74.8492,-15.12,2.47
297,Nanortalik,100,GL,1644203826,62,60.1432,-45.2371,-8.1,20.65
298,San Quintín,0,MX,1644203580,49,30.4833,-115.95,14.61,2.1
299,Samarai,88,PG,1644203826,70,-10.6167,150.6667,29.64,5.19
300,Tomatlán,100,MX,1644203826,83,19.9333,-105.25,19.71,0.69
301,Kapoeta,67,SS,1644203827,30,4.7717,33.5903,23.72,2.69
302,Hirado,87,JP,1644203827,49,33.3597,129.5531,9.1,2.28
303,Kingsville,100,US,1644203723,81,27.5159,-97.8561,14.14,1.79
304,Methóni,71,GR,1644203827,84,36.8197,21.7049,13.45,2.86
305,Pucallpa,40,PE,1644203828,94,-8.3791,-74.5539,26.02,2.06
306,Moscow,100,RU,1644203058,88,55.7522,37.6156,-2.65,3.86
307,Elbistan,74,TR,1644203828,93,38.2059,37.1983,-13.11,0.38
308,Ontario,0,US,1644203725,19,34.0633,-117.6509,21.08,1.34
309,Ostrovnoy,16,RU,1644203829,88,68.0531,39.5131,-11.37,8.34
310,Faya,9,SA,1644203829,84,18.3851,42.4509,10.29,1.53
311,Hithadhoo,31,MV,1644203829,69,-0.6,73.0833,28.01,6.32
312,Leiva,86,CO,1644203830,96,1.9339,-77.3025,17.07,0.91
313,Paracatu,100,BR,1644203782,98,-17.2222,-46.8747,19.28,0.93
314,Tessalit,0,ML,1644203830,16,20.1986,1.0114,15.34,2.66
315,Airai,29,TL,1644203792,61,-8.9266,125.4092,24.0,1.05
316,Natal,40,BR,1644203602,83,-5.795,-35.2094,26.36,2.06
317,Pisco,40,PE,1644203679,94,-13.7,-76.2167,19.45,2.06
318,Hlubočky,100,CZ,1644203830,86,49.6178,17.3944,5.77,5.93
319,Huarmey,100,PE,1644203831,78,-10.0681,-78.1522,21.87,2.85
320,Quang Ngai,73,VN,1644203831,77,15.1167,108.8,25.43,0.87
321,Port Blair,40,IN,1644203831,78,11.6667,92.75,27.02,5.14
322,Hofn,100,IS,1644203552,76,64.2539,-15.2082,-0.28,8.03
323,Mórrope,100,PE,1644203832,70,-6.5417,-80.0111,22.69,5.48
324,Vladislavovka,82,UA,1644203832,77,45.1667,35.3667,2.92,5.58
325,Pato Branco,0,BR,1644203832,73,-26.2286,-52.6706,14.14,2.4
326,Simao,16,CN,1644203595,74,22.7886,100.9748,14.72,1.48
327,Zhireken,35,RU,1644203833,80,52.8249,117.3076,-15.48,1.17
328,Palmer,20,US,1644203533,80,42.1584,-72.3287,-5.77,0.0
329,Somers Point,100,US,1644203833,80,39.3176,-74.5946,3.31,1.79
330,Nelson Bay,41,AU,1644203834,58,-32.7167,152.15,25.03,1.79
331,Saint Lawrence,54,MT,1644203834,82,36.0553,14.204,12.14,1.34
332,Antsohihy,26,MG,1644203834,96,-14.8796,47.9875,22.1,0.9
333,Tabanan,73,ID,1644203835,61,-8.5413,115.1252,30.22,1.35
334,Nantucket,0,US,1644203835,69,41.2835,-70.0995,1.06,5.14
335,Lagoa,7,PT,1644203835,85,39.05,-27.9833,15.31,7.37
336,Tarragona,7,ES,1644203836,69,41.129,1.249,10.03,0.45
337,Coyhaique,0,CL,1644203581,72,-45.5752,-72.0662,19.34,2.06
338,Brooks,3,CA,1644203425,68,50.5834,-111.8851,0.48,4.45
339,Shādegān,0,IR,1644203836,42,30.6497,48.6647,6.95,4.28
340,Humaitá,100,BR,1644203837,98,-7.5061,-63.0208,23.38,1.31
341,Rørvik,77,NO,1644203837,88,64.8621,11.2373,2.03,9.52
342,Trairi,3,BR,1644203837,81,-3.2778,-39.2689,25.09,2.75
343,Karoi,99,ZW,1644203837,95,-16.8099,29.6925,15.73,1.99
344,Asău,100,RO,1644203594,73,46.4333,26.4,0.98,2.66
345,Makat,100,KZ,1644203838,88,47.6469,53.3463,-5.27,3.26
346,Arrah,0,IN,1644203838,61,25.5667,84.6667,10.94,1.9
347,Vila Franca do Campo,27,PT,1644203839,81,37.7167,-25.4333,15.11,5.57
348,Vanimo,100,PG,1644203839,79,-2.6741,141.3028,27.93,2.07
349,Clyde River,20,CA,1644203839,68,70.4692,-68.5914,-34.87,4.63
350,Chipinge,74,ZW,1644203839,97,-20.1883,32.6236,15.17,0.72
351,Killybegs,94,IE,1644203840,85,54.6333,-8.45,6.92,4.84
352,Viedma,0,AR,1644203840,73,-40.8135,-62.9967,16.4,4.14
353,Izyaslav,100,UA,1644203840,99,50.1195,26.8213,1.4,5.94
354,Pombos,23,BR,1644203841,81,-8.1414,-35.3958,26.77,0.9
355,Gorom-Gorom,0,BF,1644203841,14,14.4439,-0.2361,18.37,4.23
356,Nizhniy Tsasuchey,8,RU,1644203842,79,50.5167,115.1333,-9.23,4.0
357,Portland,0,US,1644203842,83,45.5234,-122.6762,10.11,0.45
358,Richards Bay,81,ZA,1644203813,90,-28.783,32.0377,21.96,1.16
359,Isoka,100,ZM,1644203843,95,-10.1606,32.6335,15.82,0.81
360,Mandalgovi,7,MN,1644203843,49,45.7625,106.2708,-11.17,1.42
361,Konëvo,93,RU,1644203843,95,62.1215,39.3192,-12.79,3.57
362,Kichera,100,RU,1644203844,94,55.9375,110.0997,-11.16,1.22
363,Ardatov,94,RU,1644203844,97,55.2421,43.097,-10.4,2.68
364,Uusikaupunki,58,FI,1644203844,99,60.8004,21.4084,-4.71,2.14
365,Medicine Hat,20,CA,1644203700,55,50.0501,-110.6683,5.84,3.13
366,Sur,0,OM,1644203560,65,22.5667,59.5289,20.79,5.19
367,Muli,19,MV,1644203845,63,2.9167,73.5667,27.5,5.05
368,Cherskiy,25,RU,1644203845,100,68.75,161.3,-33.25,0.57
369,Shingū,89,JP,1644203846,39,33.7333,135.9833,7.55,4.67
370,Nālūt,95,LY,1644203846,25,30.3333,10.85,11.63,4.17
371,Moree,40,AU,1644203718,30,-29.4667,149.85,28.01,3.6
372,Antofagasta,28,CL,1644203846,76,-23.65,-70.4,18.6,0.64
373,Kiruna,100,SE,1644203847,93,67.8557,20.2251,-8.49,2.06
374,Nizhniy Odes,100,RU,1644203847,90,63.6445,54.856,-10.76,4.25
375,Tongling,100,CN,1644203847,100,30.95,117.7833,0.39,4.42
376,Rio Grande,0,BR,1644203848,61,-32.035,-52.0986,17.06,6.37
377,Banjar,100,ID,1644203848,73,-8.19,114.9675,30.92,2.86
378,Poddor'ye,100,RU,1644203848,94,57.4695,31.1156,-0.09,4.38
379,Chute-aux-Outardes,100,CA,1644203849,73,49.1168,-68.399,-11.01,5.66
380,Ibrā’,1,OM,1644203849,81,22.6906,58.5334,16.01,0.63
381,Karatau,95,KZ,1644203849,75,43.1667,70.4667,-0.02,4.68
382,Bam,7,IR,1644203849,36,29.106,58.357,8.24,1.26
383,Islāmpur,19,IN,1644203850,61,26.2667,88.2,16.57,1.67
384,Togur,100,RU,1644203850,100,58.3631,82.8265,-23.02,1.63
385,Nishihara,75,JP,1644203850,56,26.1842,127.7558,19.81,5.66
386,El Alto,53,PE,1644203851,80,-4.2714,-81.2147,21.0,5.13
387,Havøysund,52,NO,1644203851,77,70.9963,24.6622,-4.51,6.64
388,Bonavista,55,CA,1644203851,64,48.6499,-53.1147,-11.05,8.56
389,Paraná,0,AR,1644203852,82,-31.732,-60.5238,15.26,3.51
390,Guerrero Negro,0,MX,1644203669,55,27.9769,-114.0611,15.81,3.87
391,Kuril'sk,100,RU,1644203852,91,45.2333,147.8833,-1.59,6.65
392,Fortuna,0,US,1644203852,91,40.5982,-124.1573,8.57,1.3
393,Warrington,75,GB,1644203853,86,53.3925,-2.5802,6.1,0.45
394,Itarema,2,BR,1644203853,78,-2.9248,-39.9167,26.0,4.95
395,Umm Hājar,1,TD,1644203853,15,13.2954,19.6966,17.49,4.36
396,Tierralta,11,CO,1644203853,89,8.1736,-76.0592,23.34,2.18
397,Ucluelet,78,CA,1644203725,90,48.9329,-125.5528,7.27,3.28
398,Brigantine,100,US,1644203854,82,39.4101,-74.3646,3.34,0.0
399,Koumac,100,NC,1644203854,84,-20.5667,164.2833,27.87,8.73
400,Skrunda,100,LV,1644203854,99,56.6833,22.0167,-0.19,3.57
401,Hirara,75,JP,1644203855,60,24.8,125.2833,22.15,7.72
402,Pontes e Lacerda,100,BR,1644203609,98,-15.2261,-59.3353,21.1,0.92
403,Mezhdurechensk,100,RU,1644203566,89,53.6942,88.0603,-10.7,0.76
404,La Ronge,75,CA,1644203855,85,55.1001,-105.2842,-10.86,1.54
405,Orchard Homes,0,US,1644203856,73,46.8633,-114.0484,1.03,0.89
406,Luanda,100,AO,1644203710,87,-8.8368,13.2343,22.95,2.28
407,Phan Thiet,70,VN,1644203856,55,10.9333,108.1,29.99,4.95
408,Wajima,75,JP,1644203856,93,37.4,136.9,0.38,3.09
409,Marolambo,100,MG,1644203857,94,-20.05,48.1167,19.62,1.3
410,Dalbandin,61,PK,1644203857,29,28.8947,64.4101,10.14,3.75
411,Muromtsevo,95,RU,1644203857,94,56.3724,75.2418,-19.28,2.46
412,Matara,100,LK,1644203796,73,5.9485,80.5353,26.98,2.0
413,Padang,100,ID,1644203858,68,-0.9492,100.3543,30.03,0.55
414,Bonthe,95,SL,1644203858,90,7.5264,-12.505,24.83,1.23
415,Carutapera,100,BR,1644203738,94,-1.195,-46.02,24.26,1.99
416,Dahra,0,DZ,1644203858,87,36.2546,0.8519,6.66,1.68
417,Porto-Novo,59,BJ,1644203859,88,6.4965,2.6036,24.38,1.42
418,Kaohsiung City,75,TW,1644203859,75,22.6163,120.3133,20.58,1.54
419,Sterling,75,US,1644203859,55,39.0062,-77.4286,0.71,1.34
420,Saldanha,35,ZA,1644203860,99,-33.0117,17.9442,16.93,3.52
421,Caibarién,3,CU,1644203860,69,22.5206,-79.4669,20.62,6.02
422,Guarujá,99,BR,1644203860,26,-23.9931,-46.2564,26.78,2.56
423,Arica,0,CL,1644203087,72,-18.475,-70.3042,19.13,0.0
424,Ilhabela,100,BR,1644203574,96,-23.7781,-45.3581,24.34,1.62
425,Kusa,100,RU,1644203861,90,55.3383,59.4406,-11.59,1.17
426,Beyneu,87,KZ,1644203861,86,45.3167,55.2,-1.8,3.24
427,Roebourne,74,AU,1644203861,60,-20.7833,117.1333,32.18,4.68
428,Buluang,87,PH,1644203862,72,13.3068,123.3425,28.03,2.46
429,Guaymas,0,MX,1644203780,52,27.9333,-110.9,13.58,4.45
430,Skellefteå,100,SE,1644203862,69,64.7507,20.9528,-1.67,3.09
431,Slave Lake,100,CA,1644203863,49,55.2834,-114.769,6.99,7.2
432,Rapid Valley,0,US,1644203863,47,44.0625,-103.1463,5.23,0.45
433,Polokwane,20,ZA,1644203863,88,-23.9045,29.4688,16.47,0.51
434,Nevel'sk,100,RU,1644203863,72,46.6733,141.8633,-5.76,7.53
435,Emba,100,KZ,1644203584,97,48.8264,58.1442,-11.28,4.01
436,Ocampo,82,MX,1644203864,36,21.65,-101.5,12.01,2.96
437,Qianjiang,100,CN,1644203864,100,30.4151,112.8859,0.32,4.24
438,Kungurtug,59,RU,1644203864,80,50.5994,97.5228,-17.38,0.51
439,Sherbakul',18,RU,1644203865,91,54.6316,72.3963,-19.07,2.94
440,Cayenne,75,GF,1644203865,87,4.9333,-52.3333,26.72,2.24
441,East Millcreek,20,US,1644203865,70,40.7,-111.8105,1.23,0.45
442,Helena,0,US,1644203820,33,46.5927,-112.0361,5.55,2.06
443,Sennar,96,SD,1644203866,28,13.5691,33.5672,17.2,5.3
444,Severodvinsk,74,RU,1644203866,93,64.5635,39.8302,-11.94,5.04
445,Sechura,86,PE,1644203866,74,-5.5569,-80.8222,22.54,5.15
446,Paamiut,100,GL,1644203867,78,61.994,-49.6678,-11.95,12.07
447,Barra,100,BR,1644203753,84,-11.0894,-43.1417,22.87,2.47
448,Verkh-Chebula,24,RU,1644203867,85,56.0308,87.6218,-14.53,2.93
449,Zhangjiakou,100,CN,1644203734,40,40.81,114.8794,-6.31,1.81
450,Riyadh,0,SA,1644203794,46,24.6877,46.7219,9.08,1.9
451,Severnyy,0,RU,1644203868,80,50.677,36.5532,0.02,4.0
452,Osorno,0,CL,1644203683,77,-40.5667,-73.15,17.17,1.54
453,Mumford,94,GH,1644203868,86,5.2618,-0.759,26.16,3.1
454,Nhulunbuy,40,AU,1644203868,62,-12.2333,136.7667,32.34,3.6
455,Bissau,6,GW,1644203869,74,11.8636,-15.5977,22.29,1.86
456,Sungai Penuh,100,ID,1644203869,64,-2.0833,101.3833,23.16,2.15
457,Żyrardów,100,PL,1644203117,99,52.0488,20.446,4.87,6.67
458,Aklavik,100,CA,1644203869,91,68.2191,-135.0107,-30.6,8.67
459,Barguzin,72,RU,1644203870,92,53.6167,109.6167,-11.46,0.29
460,Noyabrsk,71,RU,1644203870,100,63.1994,75.4507,-26.16,3.11
461,Farafangana,99,MG,1644203870,93,-22.8167,47.8333,25.77,5.09
462,Kaeo,99,NZ,1644203707,96,-35.1,173.7833,25.18,2.88
463,Mount Isa,9,AU,1644203871,33,-20.7333,139.5,32.87,6.17
464,Baft,1,IR,1644203871,82,29.234,56.6057,0.81,1.54
465,Keti Bandar,6,PK,1644203872,74,24.1447,67.4497,21.09,3.27
466,Houlton,100,US,1644203872,70,46.1262,-67.8403,-10.77,4.12
467,Sühbaatar,43,MN,1644203872,86,50.2314,106.2078,-17.22,2.23
468,Shenjiamen,100,CN,1644203872,85,29.9576,122.298,7.38,7.83
469,Salvacion,85,PH,1644203873,83,7.9833,126.1333,26.34,2.99
470,Holt,0,US,1644203873,71,42.6406,-84.5153,-1.99,2.57
471,Yakuplu,0,TR,1644203874,76,40.9889,28.6758,7.64,4.12
472,Along,33,IN,1644203874,72,28.1667,94.7667,13.76,0.28
473,Ryōtsu-minato,100,JP,1644203875,61,38.0833,138.4333,2.98,6.36
474,Kuusamo,100,FI,1644203875,93,65.9667,29.1833,-5.98,6.17
475,Bariloche,0,AR,1644203875,47,-41.1456,-71.3082,16.8,3.6
476,Bang Saphan,8,TH,1644203664,52,11.2126,99.5117,29.8,1.82
477,Barra do Garças,99,BR,1644203643,97,-15.89,-52.2567,22.67,1.52
478,Qaqortoq,100,GL,1644203593,64,60.7167,-46.0333,-11.72,10.77
479,Oranjestad,20,AW,1644203876,73,12.524,-70.027,25.97,5.66
480,Tarakan,99,ID,1644203876,76,3.3,117.6333,26.32,1.29
481,Fare,77,PF,1644203876,74,-16.7,-151.0167,27.22,8.66
482,Umluj,0,SA,1644203877,35,25.0213,37.2685,18.46,6.86
483,Jiuquan,100,CN,1644203877,83,39.7432,98.5174,-9.91,0.86
484,Mocorito,0,MX,1644203877,66,25.4833,-107.9167,12.92,0.29
485,Cap Malheureux,100,MU,1644203878,81,-19.9842,57.6142,26.37,0.89
486,Puerto del Rosario,17,ES,1644203878,88,28.5004,-13.8627,17.86,7.2
487,Ardahan,93,TR,1644203878,99,41.1087,42.7022,-18.0,0.84
488,Solano,0,US,1644203879,70,38.2333,-121.9511,14.62,2.06
489,Hamilton,0,US,1644203879,86,39.1834,-84.5333,-0.57,0.0
490,Nāgamangala,80,IN,1644203879,74,12.8156,76.7575,20.83,1.83
491,Kutum,21,SD,1644203880,33,14.2,24.6667,8.16,3.9
492,Lady Frere,79,ZA,1644203880,70,-31.7031,27.2329,19.07,2.41
493,Port Lincoln,0,AU,1644203725,48,-34.7333,135.8667,26.42,8.19
494,Dhār,0,IN,1644203880,31,22.6,75.3,17.02,1.4
495,Santiago del Estero,0,AR,1644203881,52,-27.7951,-64.2615,21.35,2.09
496,Hof,75,DE,1644203881,88,50.3167,11.9167,1.53,6.17
497,Kisangani,100,CD,1644203881,55,0.5167,25.2,19.4,0.46
498,Barabai,96,ID,1644203881,72,-2.5833,115.3833,29.35,1.44
499,Puerto El Triunfo,70,SV,1644203882,67,13.2833,-88.55,24.09,1.73
500,Miyako,92,JP,1644203882,43,39.6367,141.9525,2.63,4.26
501,Sakakah,0,SA,1644203882,59,29.9697,40.2064,4.76,2.1
502,Kampot,96,KH,1644203883,53,10.6167,104.1833,30.03,2.63
503,Morondava,100,MG,1644203883,84,-20.2833,44.2833,26.89,11.02
504,Broken Hill,0,AU,1644203883,26,-31.95,141.4333,27.94,6.94
505,General Roca,0,AR,1644203884,21,-39.0333,-67.5833,24.82,6.68
506,Taksimo,100,RU,1644203884,93,56.3444,114.8794,-17.78,0.44
507,Samaná,23,DO,1644203884,88,19.2056,-69.3369,22.21,4.29
508,Riberalta,100,BO,1644203885,98,-10.9833,-66.1,22.46,1.06
509,Takoradze,100,GH,1644203885,86,4.8845,-1.7554,26.04,2.35
510,Pemberton,41,CA,1644203744,86,50.3164,-122.8027,0.92,1.16
511,Guangzhou,95,CN,1644203771,81,23.1167,113.25,15.56,1.1
512,Varhaug,41,NO,1644203886,68,58.6147,5.6457,4.15,14.84
513,Shalinskoye,100,RU,1644203886,82,55.7228,93.7594,-9.2,2.67
514,Osa,100,RU,1644203886,93,57.2829,55.4567,-11.31,1.9
515,Köthen,73,DE,1644203887,73,51.75,11.9667,4.3,10.37
516,Araouane,0,ML,1644203887,13,18.9048,-3.5265,16.94,3.7
517,Äänekoski,100,FI,1644203887,100,62.6946,25.818,-0.96,3.25
518,Port Hueneme,0,US,1644203887,34,34.1478,-119.1951,23.51,3.6
519,Karratha,65,AU,1644203888,58,-20.7377,116.8463,32.76,4.82
520,Butembo,100,CD,1644203888,48,0.15,29.2833,14.11,1.11
521,Vostok,99,RU,1644203888,83,46.4856,135.8833,-14.17,2.62
522,Amahai,55,ID,1644203889,62,-3.3333,128.9167,30.44,2.41
523,Vershino-Shakhtaminskiy,81,RU,1644203889,83,51.3012,117.8868,-13.11,1.45
524,Thinadhoo,100,MV,1644203889,62,0.5333,72.9333,28.23,5.65
525,Ust'-Shonosha,100,RU,1644203890,95,61.1531,41.343,-12.31,3.01
526,Nikolskoye,100,RU,1644203890,97,59.7035,30.7861,2.71,3.12
527,Kavieng,55,PG,1644203890,71,-2.5744,150.7967,28.7,1.2
528,Henties Bay,93,NA,1644203891,83,-22.116,14.2845,19.92,2.32
529,Agen,100,FR,1644203891,93,44.2,0.6333,10.31,6.17
530,Gospić,100,HR,1644203891,91,44.5461,15.3747,5.83,5.87
531,Ilām,55,NP,1644203892,76,26.9167,87.9167,10.04,1.29
532,Tsimmerbude,100,RU,1644203892,84,54.675,20.1347,3.03,8.35
533,Santiago de Chuco,100,PE,1644203892,91,-8.15,-78.1833,10.79,0.85
534,Vanavara,100,RU,1644203893,98,60.34,102.2797,-22.66,1.02
535,Rāmhormoz,0,IR,1644203893,62,31.28,49.6035,4.04,2.27
536,Najrān,32,SA,1644203893,59,17.4924,44.1277,9.36,1.42
537,Eyl,100,SO,1644203894,79,7.9803,49.8164,22.63,5.55
538,Tilichiki,1,RU,1644203894,79,60.4667,166.1,-20.4,3.85
539,Naze,100,JP,1644203894,59,28.3667,129.4833,13.51,2.13
540,Iralaya,4,HN,1644203893,68,15.0,-83.2333,23.61,3.24
541,Zaysan,2,KZ,1644203895,72,47.4667,84.8667,-10.5,1.68
542,Gemena,95,CD,1644203895,33,3.25,19.7667,20.63,0.91
543,Camacupa,100,AO,1644203895,62,-12.0167,17.4833,16.83,2.33
544,Xichang,83,CN,1644203896,78,27.8964,102.2634,7.86,1.25
545,Palivere,100,EE,1644203896,99,58.9664,23.8911,0.96,1.62
546,Ipixuna,100,BR,1644203896,97,-1.7625,-48.8043,23.97,1.02
547,Safi,66,MA,1644203897,76,32.2994,-9.2372,13.88,5.56
548,Conceição do Araguaia,95,BR,1644203897,93,-8.2578,-49.2647,23.37,0.88
549,Pueblo,0,US,1644203728,66,38.2545,-104.6091,1.32,0.0
550,Srednekolymsk,30,RU,1644203797,96,67.45,153.6833,-32.02,0.75
551,Hvide Sande,7,DK,1644203898,74,56.0045,8.1294,4.49,15.06
552,Girona,20,ES,1644203898,89,41.9831,2.8249,9.5,1.03
553,Belgrade,0,RS,1644203898,57,44.804,20.4651,7.81,4.63
554,Ubatuba,100,BR,1644203898,98,-23.4339,-45.0711,24.02,0.71
555,Chernyshevsk,88,RU,1644203899,94,52.5243,117.0174,-20.93,1.15
556,Buchanan,90,LR,1644203899,87,5.8808,-10.0467,25.3,2.44
557,Kayes,0,ML,1644203899,10,14.0,-11.0,23.03,2.68
558,Bouza,0,NE,1644203900,14,14.4229,6.0428,15.55,4.64
559,Svetlaya,5,RU,1644203900,50,46.5389,138.3297,-7.88,1.12
